Number of qubits,Output,Occurrences
12,'100101001111',1
12,'100101010000',1
12,'100101010001',1
12,'100101010011',1
12,'100101010110',1
12,'100101011001',1
12,'100101011011',1
12,'100101100000',1
12,'100101100001',2
12,'100101100101',1
12,'100101101010',1
12,'100101101011',1
12,'100101101101',1
12,'100101110000',1
12,'100101110100',1
12,'100101111000',1
12,'100101111011',1
12,'100110000101',1
12,'100110000111',1
12,'100110001001',1
12,'100110001101',1
12,'100110001111',3
12,'100110010001',1
12,'100110010011',1
12,'100110010110',1
12,'100110010111',1
12,'100110011001',1
12,'100110100010',1
12,'100110100101',1
12,'100110101110',1
12,'100110110000',1
12,'100110110001',1
12,'100110110011',1
12,'100110110100',1
12,'100110110111',1
12,'100110111100',1
12,'100111000010',3
12,'100111001001',1
12,'100111001010',1
12,'100111001011',1
12,'100111001110',1
12,'100111001111',2
12,'100111010001',1
12,'100111010011',1
12,'100111011001',1
12,'100111100000',1
12,'100111100011',1
12,'100111101001',1
12,'100111110001',1
12,'100111110101',1
12,'100111111101',1
12,'101000000100',1
12,'101000000111',1
12,'101000001010',1
12,'101000001111',1
12,'101000010111',1
12,'101000011100',1
12,'101000100100',1
12,'101000101111',1
12,'101000111000',1
12,'101001010010',1
12,'101001011000',1
12,'101001011110',2
12,'101001011111',1
12,'101001100100',1
12,'101001111110',1
12,'101010000001',1
12,'101010000110',1
12,'101010001010',1
12,'101010001011',1
12,'101010010000',1
12,'101010010001',1
12,'101010011100',1
12,'101010011111',1
12,'101010100110',1
12,'101010101000',1
12,'101010101011',1
12,'101010101111',1
12,'101010111000',1
12,'101011000100',1
12,'101011000111',1
12,'101011010001',1
12,'101011010011',1
12,'101011010101',1
12,'101011011010',1
12,'101011100010',1
12,'101011110001',1
12,'101011110010',1
12,'101011110110',1
12,'101100000011',1
12,'101100010000',2
12,'101100010010',1
12,'101100011000',1
12,'101100011011',3
12,'101100011111',1
12,'101100100001',1
12,'101100100010',1
12,'101100100011',1
12,'101100100110',1
12,'101100110001',1
12,'101100110011',1
12,'101100110101',1
12,'101100111100',1
12,'101101001000',1
12,'101101001010',1
12,'101101001011',1
12,'101101001110',1
12,'101101010110',1
12,'101101011101',1
12,'101101100011',2
12,'101101101001',2
12,'101101101011',1
12,'101101101100',2
12,'000010110111',1
12,'101101110010',1
12,'101101110111',1
12,'101101111000',1
12,'101101111111',1
12,'000010111000',1
12,'101110000001',1
12,'101110000101',1
12,'101110000111',1
12,'101110001000',1
12,'101110001001',1
12,'101110001011',1
12,'101110001100',1
12,'101110001101',1
12,'101110001111',1
12,'101110010000',2
12,'101110010110',1
12,'101110010111',1
12,'101110011010',1
12,'101110011111',1
12,'101110100010',2
12,'101110101001',1
12,'101110101100',2
12,'101110101110',1
12,'101110110001',2
12,'101110111001',1
12,'101110111101',1
12,'101111000101',1
12,'101111000111',1
12,'101111001100',1
12,'101111001110',1
12,'101111010100',2
12,'101111010110',1
12,'101111011001',1
12,'101111011010',1
12,'101111011100',1
12,'101111101001',1
12,'101111101010',1
12,'101111101011',1
12,'101111110010',1
12,'101111110011',1
12,'101111110100',1
12,'110000000010',1
12,'110000000101',1
12,'110000000111',1
12,'110000001001',1
12,'110000001111',1
12,'110000010011',1
12,'110000010110',1
12,'110000011000',1
12,'110000011001',1
12,'110000011010',1
12,'110000100111',1
12,'110000101000',1
12,'110000110000',1
12,'110000110001',1
12,'110000111011',2
12,'110000111110',2
12,'110001001010',1
12,'000011000101',1
12,'000011000110',1
12,'110001100000',1
12,'110001100010',1
12,'110001101000',1
12,'110001101010',1
12,'110001101101',1
12,'110001110000',1
12,'110001111000',1
12,'110010000000',1
12,'110010001111',1
12,'110010010001',1
12,'110010010011',1
12,'110010011011',1
12,'110010011111',1
12,'110010100000',1
12,'110010100001',2
12,'110010101000',1
12,'110010101001',1
12,'110010110011',1
12,'110010110110',1
12,'110010110111',1
12,'110010111110',1
12,'110011001111',1
12,'110011010001',1
12,'110011010010',1
12,'110011010101',1
12,'110011011010',1
12,'110011101001',1
12,'110011101111',1
12,'110011110010',1
12,'110011110111',1
12,'000000001101',1
12,'110100000001',3
12,'110100000011',1
12,'110100001000',1
12,'110100001001',1
12,'110100010001',1
12,'110100010010',1
12,'110100010110',1
12,'110100011011',1
12,'110100011110',1
12,'000011010010',1
12,'110100101001',1
12,'110100101010',1
12,'110100101110',1
12,'110100110111',1
12,'110100111011',1
12,'110100111100',1
12,'110100111110',2
12,'000011010100',1
12,'110101000011',1
12,'110101001010',2
12,'110101001110',1
12,'110101010101',1
12,'110101011000',1
12,'110101011001',1
12,'110101011100',1
12,'110101100001',1
12,'110101100010',1
12,'110101100100',1
12,'110101101010',1
12,'110101101011',1
12,'110101101100',1
12,'110101101101',1
12,'000011010111',1
12,'110101110110',1
12,'110101111011',1
12,'110101111110',1
12,'110110000100',1
12,'110110000101',1
12,'110110000111',1
12,'110110001010',1
12,'110110001011',1
12,'110110001110',1
12,'110110010011',1
12,'110110010100',1
12,'110110011011',1
12,'110110011100',2
12,'110110100000',1
12,'110110100100',1
12,'110110100101',1
12,'110110100111',1
12,'110110101001',2
12,'110110101010',1
12,'110110101100',1
12,'110110101101',1
12,'110110110000',1
12,'110110110100',1
12,'110110110110',1
12,'110110111001',2
12,'110110111011',1
12,'110111000000',1
12,'110111000101',1
12,'110111001110',1
12,'110111010001',1
12,'110111011000',1
12,'110111011010',1
12,'110111011110',1
12,'110111100001',1
12,'110111100010',1
12,'110111101011',1
12,'110111101110',1
12,'000011011111',1
12,'110111110001',1
12,'110111110010',1
12,'110111110011',1
12,'110111110101',1
12,'110111110111',1
12,'110111111010',1
12,'000000001110',1
12,'111000000011',1
12,'111000001101',1
12,'111000010001',1
12,'111000011001',1
12,'111000100101',2
12,'111000100111',2
12,'111000101001',1
12,'111000101011',1
12,'111000101100',1
12,'111000101110',1
12,'111000111001',1
12,'111000111111',1
12,'111001001101',1
12,'000011100101',1
12,'111001011111',1
12,'111001100001',1
12,'111001100011',1
12,'111001100100',1
12,'111001101010',1
12,'111001110001',1
12,'111001110010',1
12,'111001110011',1
12,'111001111000',1
12,'111001111011',1
12,'111010001000',1
12,'111010001010',1
12,'111010001011',1
12,'111010001101',1
12,'111010010101',1
12,'111010010111',1
12,'111010011000',1
12,'111010011100',1
12,'000011101010',1
12,'111010100101',1
12,'111010100111',1
12,'111010101011',1
12,'111010101101',1
12,'111010110000',1
12,'111010110001',1
12,'111010110100',1
12,'111010110101',2
12,'111010111100',1
12,'111010111101',1
12,'111010111111',2
12,'111011000000',1
12,'111011000001',2
12,'111011000011',2
12,'111011001111',1
12,'000011101101',1
12,'111011010010',1
12,'111011010011',1
12,'111011010100',1
12,'111011100000',1
12,'111011101000',1
12,'000011101111',1
12,'111011110001',1
12,'111011111001',1
12,'111100000011',1
12,'111100000101',1
12,'111100001001',1
12,'111100001111',1
12,'111100010010',1
12,'111100010111',1
12,'111100011001',1
12,'111100011100',1
12,'111100011110',1
12,'111100101000',1
12,'111100101100',1
12,'111100101110',1
12,'111100110001',1
12,'111100110010',1
12,'111100110011',1
12,'111100111001',1
12,'111100111010',2
12,'000011110100',1
12,'111101000000',2
12,'111101000001',1
12,'111101000011',1
12,'111101000100',1
12,'111101000111',1
12,'111101001000',1
12,'111101001110',1
12,'000011110101',1
12,'111101010001',1
12,'111101010110',1
12,'111101011100',1
12,'111101011111',1
12,'111101100011',1
12,'111101100111',1
12,'000011110111',1
12,'111101110001',1
12,'111101110010',1
12,'111101110101',1
12,'111101110111',1
12,'111101111101',1
12,'111101111110',1
12,'111110000000',1
12,'111110000001',1
12,'111110000010',2
12,'111110000100',1
12,'111110000101',1
12,'111110000110',1
12,'111110001100',1
12,'111110010101',1
12,'111110010111',1
12,'111110011000',1
12,'111110011010',1
12,'111110011101',2
12,'111110011110',1
12,'000011111010',1
12,'111110100010',1
12,'111110101000',1
12,'111110101100',1
12,'111110111011',1
12,'111111000000',1
12,'111111000010',1
12,'111111001010',1
12,'111111001100',1
12,'000011111101',1
12,'111111010001',1
12,'111111010101',1
12,'111111011000',1
12,'111111011111',1
12,'111111101001',1
12,'111111101010',1
12,'111111101101',1
12,'111111110001',1
12,'111111110100',1
12,'111111111011',1
13,'0000000000000',1
13,'1000000001010',1
13,'1000000001111',1
13,'0000100000001',2
13,'1000000010000',1
13,'1000000010101',1
13,'1000000011000',1
13,'1000000011011',1
13,'0000100000010',1
13,'1000000110010',1
13,'1000000110110',1
13,'1000000111001',1
13,'0000100000100',1
13,'1000001000000',2
13,'1000001000001',1
13,'1000001000011',1
13,'1000001000101',1
13,'0000100000101',2
13,'1000001010011',1
13,'1000001010101',1
13,'1000001011011',1
13,'1000001011111',1
13,'1000001100111',1
13,'1000001111010',1
13,'1000010000001',1
13,'1000010010000',1
13,'1000010011100',1
13,'1000010011110',1
13,'0000100001011',1
13,'1000010110101',1
13,'1000011000101',1
13,'1000011001100',2
13,'1000011010000',1
13,'1000011010101',1
13,'1000011100011',2
13,'1000011101100',1
13,'1000011101110',1
13,'1000011110111',1
13,'1000011111101',1
13,'1000100000111',1
13,'1000100001000',1
13,'0000100010001',1
13,'1000100010000',1
13,'1000100010001',1
13,'1000100010011',1
13,'1000100010101',1
13,'1000100010110',1
13,'1000100011011',2
13,'1000100011111',1
13,'1000100100110',1
13,'1000101000001',1
13,'1000101001011',1
13,'1000101011100',1
13,'1000101011110',1
13,'1000101111001',2
13,'1000110000001',1
13,'1000110000010',1
13,'1000110001110',2
13,'1000110010000',1
13,'1000110011010',1
13,'1000110011011',1
13,'1000110100001',1
13,'1000110101010',1
13,'1000110101011',1
13,'0000100011011',1
13,'1000110110000',1
13,'1000111000011',1
13,'1000111000111',1
13,'1000111001011',1
13,'1000111010001',1
13,'1000111010010',1
13,'1000111010101',1
13,'1000111010110',1
13,'1000111011100',1
13,'1000111011111',1
13,'1000111100010',1
13,'1000111100100',1
13,'1001000000001',2
13,'1001000000100',1
13,'1001000000111',1
13,'1001000001000',1
13,'0000100100001',1
13,'1001000010000',1
13,'1001000010001',1
13,'1001000011010',1
13,'1001000100000',1
13,'1001000110101',1
13,'1001000110111',1
13,'1001000111110',1
13,'1001001000000',1
13,'1001001000001',1
13,'1001001010010',1
13,'1001001011111',1
13,'1001001100010',1
13,'1001001101100',1
13,'1001001101111',1
13,'1001001111011',1
13,'1001001111111',1
13,'1001010001011',1
13,'1001010010100',1
13,'1001010110101',1
13,'1001011000100',1
13,'1001011000111',1
13,'1001011001010',1
13,'1001011010101',1
13,'1001011011001',1
13,'1001011011101',1
13,'1001011101001',1
13,'1001011101011',1
13,'1001011111010',1
13,'1001011111100',1
13,'1001100001011',1
13,'1001100010010',1
13,'1001101000000',1
13,'1001101001001',1
13,'0000100110101',1
13,'0000100110111',1
13,'1001101110101',1
13,'1001110000101',1
13,'1001110000111',1
13,'1001110001101',1
13,'1001110010111',1
13,'1001110011111',2
13,'1001110111100',1
13,'1001111000010',1
13,'0000101000000',2
13,'1010000000001',1
13,'1010000000010',1
13,'1010000000100',1
13,'1010000000101',1
13,'1010000000111',1
13,'1010000001111',1
13,'1010000010100',1
13,'1010000010111',1
13,'1010000011010',1
13,'1010000011100',2
13,'0000101000010',2
13,'1010000100001',1
13,'1010000101011',1
13,'1010000110011',2
13,'1010001001010',1
13,'1010001001011',1
13,'1010001001111',2
13,'1010001011001',2
13,'1010001011010',1
13,'1010001011100',1
13,'1010001011101',1
13,'1010001011111',1
13,'1010001101011',1
13,'1010001101100',1
13,'1010001101111',1
13,'1010001111101',1
13,'0000101001000',1
13,'1010010000010',1
13,'1010010101001',1
13,'1010010110010',1
13,'1010011001011',1
13,'1010011001100',1
13,'1010011010011',1
13,'1010011011001',1
13,'1010011011010',1
13,'1010011011111',1
13,'1010011101101',1
13,'0000101010000',1
13,'1010100001011',1
13,'0000101010001',1
13,'1010100010001',1
13,'1010100010101',1
13,'1010100011110',1
13,'1010100110001',1
13,'1010101000010',1
13,'1010101000011',1
13,'1010101000100',1
13,'1010101001111',1
13,'1010101010101',1
13,'1010101011110',1
13,'0000101010110',1
13,'1010101111110',1
13,'1010110000000',1
13,'1010110000101',1
13,'1010110001100',1
13,'1010110010110',1
13,'1010110010111',2
13,'1010110011100',1
13,'1010110011110',1
13,'1010110011111',1
13,'1010110101100',1
13,'1010111000101',2
13,'1010111001000',1
13,'1010111010010',1
13,'1010111010111',1
13,'1010111011001',1
13,'1010111110010',1
13,'1010111111101',2
13,'1011000001010',1
13,'1011000010101',1
13,'1011000010110',1
13,'1011000100101',1
13,'1011000110101',1
13,'1011000111110',1
13,'0000101100100',1
13,'1011001001000',1
13,'1011001001110',1
13,'1011001001111',1
13,'1011001011000',1
13,'1011001011101',1
13,'1011001011110',1
13,'1011001110001',1
13,'1011001110010',1
13,'1011010000011',1
13,'1011010001110',1
13,'1011010100001',1
13,'1011010101000',1
13,'1011010101100',1
13,'1011010110011',1
13,'1011010111000',1
13,'1011011000001',1
13,'1011011000111',1
13,'1011011001100',1
13,'1011011011000',1
13,'1011011011001',1
13,'1011011100110',1
13,'1011011111000',1
13,'1011011111011',1
13,'1011100000001',1
13,'1011100000011',1
13,'1011100001110',1
13,'1011100010001',1
13,'1011100010100',1
13,'1011100010110',1
13,'1011100011110',1
13,'1011100011111',2
13,'1011100111001',1
13,'1011101001000',1
13,'1011101001111',1
13,'0000101110111',1
13,'1011101110110',1
13,'1011101111001',1
13,'1011110000000',1
13,'1011110000001',1
13,'1011110000111',1
13,'1011110010011',2
13,'1011110010111',1
13,'0000101111010',3
13,'0000101111011',1
13,'1011110110000',1
13,'1011110110010',1
13,'1011111000101',1
13,'1011111010100',1
13,'1011111010110',1
13,'1011111011011',1
13,'1011111011111',1
13,'1011111111000',1
13,'0000110000000',2
13,'1100000000010',2
13,'1100000001010',1
13,'1100000001011',1
13,'1100000001100',1
13,'1100000001111',2
13,'1100000011011',1
13,'1100000101111',1
13,'1100000110000',1
13,'1100000111100',1
13,'1100001000101',1
13,'1100001001101',1
13,'1100001010100',2
13,'1100001010110',1
13,'1100001011001',1
13,'1100001101010',1
13,'1100001110001',1
13,'1100001111011',1
13,'1100010000100',1
13,'1100010110011',1
13,'1100011000010',2
13,'1100011000100',1
13,'1100011000111',2
13,'1100011001111',1
13,'0000110001101',1
13,'1100011101010',1
13,'1100011110001',1
13,'1100011111011',1
13,'1100011111110',1
13,'1100100000111',1
13,'1100100001000',1
13,'1100100001101',1
13,'1100100001110',1
13,'1100100010100',1
13,'1100100010110',1
13,'1100100100011',1
13,'1100100100100',1
13,'1100100110001',2
13,'1100100111011',1
13,'1100100111110',1
13,'0000110010100',1
13,'1100101000011',1
13,'1100101000100',1
13,'1100101010001',1
